date,temperature,uncertainty
1974-06-01,1.6616e+01,6.30e-02
1974-07-01,1.6846e+01,5.30e-02
1974-08-01,1.6912e+01,6.00e-02
1974-09-01,1.6197e+01,6.50e-02
1974-10-01,1.5274e+01,5.10e-02
1974-11-01,1.4320e+01,5.70e-02
1974-12-01,1.3656e+01,5.70e-02
1975-01-01,1.3621e+01,5.10e-02
1975-02-01,1.3857e+01,5.30e-02
1975-03-01,1.4538e+01,4.80e-02
1975-04-01,1.5297e+01,4.90e-02
1975-05-01,1.6136e+01,5.40e-02
1975-06-01,1.6682e+01,5.70e-02
1975-07-01,1.6877e+01,5.90e-02
1975-08-01,1.6665e+01,7.90e-02
1975-09-01,1.6216e+01,6.10e-02
1975-10-01,1.5292e+01,5.30e-02
1975-11-01,1.4126e+01,4.90e-02
1975-12-01,1.3557e+01,5.10e-02
1976-01-01,1.3442e+01,5.00e-02
1976-02-01,1.3619e+01,5.00e-02
1976-03-01,1.4124e+01,4.90e-02
1976-04-01,1.5135e+01,5.30e-02
1976-05-01,1.5778e+01,6.70e-02
1976-06-01,1.6448e+01,6.00e-02
1976-07-01,1.6864e+01,7.30e-02
1976-08-01,1.6671e+01,7.20e-02
1976-09-01,1.6185e+01,5.60e-02
1976-10-01,1.5167e+01,5.90e-02
1976-11-01,1.4299e+01,5.00e-02
1976-12-01,1.3841e+01,5.00e-02
1977-01-01,1.3647e+01,5.00e-02
1977-02-01,1.4001e+01,5.60e-02
1977-03-01,1.4639e+01,5.50e-02
1977-04-01,1.5470e+01,4.90e-02
1977-05-01,1.6286e+01,6.10e-02
1977-06-01,1.6846e+01,5.60e-02
1977-07-01,1.7047e+01,6.00e-02
1977-08-01,1.6979e+01,5.30e-02
1977-09-01,1.6312e+01,5.40e-02
1977-10-01,1.5387e+01,4.90e-02
1977-11-01,1.4544e+01,4.80e-02
1977-12-01,1.3741e+01,4.50e-02
1978-01-01,1.3587e+01,5.40e-02
1978-02-01,1.3904e+01,6.00e-02
1978-03-01,1.4555e+01,5.20e-02
1978-04-01,1.5372e+01,5.00e-02
1978-05-01,1.6101e+01,6.10e-02
1978-06-01,1.6601e+01,5.70e-02
1978-07-01,1.6935e+01,6.70e-02
1978-08-01,1.6623e+01,5.60e-02
1978-09-01,1.6281e+01,5.80e-02
1978-10-01,1.5337e+01,5.40e-02
1978-11-01,1.4522e+01,5.00e-02
1978-12-01,1.3793e+01,4.70e-02
1979-01-01,1.3630e+01,4.80e-02
1979-02-01,1.3768e+01,4.70e-02
1979-03-01,1.4565e+01,5.10e-02
1979-04-01,1.5391e+01,4.60e-02
1979-05-01,1.6076e+01,5.80e-02
1979-06-01,1.6772e+01,4.30e-02
1979-07-01,1.6992e+01,4.20e-02
1979-08-01,1.6978e+01,4.60e-02
1979-09-01,1.6450e+01,4.80e-02
1979-10-01,1.5557e+01,4.90e-02
1979-11-01,1.4609e+01,4.70e-02
1979-12-01,1.4182e+01,4.50e-02
1980-01-01,1.3812e+01,4.90e-02
1980-02-01,1.4112e+01,5.00e-02
1980-03-01,1.4646e+01,5.20e-02
1980-04-01,1.5578e+01,5.20e-02
1980-05-01,1.6314e+01,5.00e-02
1980-06-01,1.6806e+01,5.80e-02
1980-07-01,1.7171e+01,6.00e-02
1980-08-01,1.7049e+01,7.70e-02
1980-09-01,1.6427e+01,5.10e-02
1980-10-01,1.5450e+01,4.80e-02
1980-11-01,1.4645e+01,5.10e-02
1980-12-01,1.3892e+01,4.60e-02
1981-01-01,1.3963e+01,5.50e-02
1981-02-01,1.4073e+01,5.90e-02
1981-03-01,1.4769e+01,4.50e-02
1981-04-01,1.5432e+01,5.00e-02
1981-05-01,1.6198e+01,4.90e-02
1981-06-01,1.6932e+01,5.80e-02
1981-07-01,1.7217e+01,5.40e-02
1981-08-01,1.7123e+01,5.50e-02
1981-09-01,1.6466e+01,5.80e-02
1981-10-01,1.5453e+01,5.00e-02
1981-11-01,1.4470e+01,4.70e-02
1981-12-01,1.4098e+01,4.80e-02
1982-01-01,1.3587e+01,5.30e-02
1982-02-01,1.3852e+01,5.30e-02
1982-03-01,1.4337e+01,5.40e-02
1982-04-01,1.5330e+01,5.40e-02
1982-05-01,1.6144e+01,5.40e-02
1982-06-01,1.6625e+01,5.30e-02
1982-07-01,1.7000e+01,5.80e-02
1982-08-01,1.6867e+01,5.40e-02
1982-09-01,1.6354e+01,5.50e-02
1982-10-01,1.5493e+01,5.40e-02
1982-11-01,1.4446e+01,5.70e-02
1982-12-01,1.4068e+01,5.80e-02
1983-01-01,1.3979e+01,5.70e-02
1983-02-01,1.4169e+01,6.80e-02
1983-03-01,1.4683e+01,5.30e-02
1983-04-01,1.5468e+01,4.80e-02
1983-05-01,1.6340e+01,5.60e-02
1983-06-01,1.6786e+01,6.10e-02
1983-07-01,1.7068e+01,5.40e-02
1983-08-01,1.7145e+01,5.20e-02
1983-09-01,1.6573e+01,5.90e-02
1983-10-01,1.5498e+01,5.80e-02
1983-11-01,1.4648e+01,5.40e-02
1983-12-01,1.3886e+01,5.00e-02
1984-01-01,1.3701e+01,5.20e-02
1984-02-01,1.3878e+01,5.60e-02
1984-03-01,1.4608e+01,5.60e-02
1984-04-01,1.5370e+01,6.80e-02
1984-05-01,1.6295e+01,5.20e-02
1984-06-01,1.6668e+01,7.30e-02
1984-07-01,1.6961e+01,6.30e-02
1984-08-01,1.6972e+01,5.40e-02
1984-09-01,1.6385e+01,5.30e-02
1984-10-01,1.5368e+01,5.40e-02
1984-11-01,1.4320e+01,5.50e-02
1984-12-01,1.3604e+01,5.00e-02
1985-01-01,1.3678e+01,5.20e-02
1985-02-01,1.3731e+01,5.10e-02
1985-03-01,1.4526e+01,5.00e-02
1985-04-01,1.5356e+01,5.40e-02
1985-05-01,1.6136e+01,5.00e-02
1985-06-01,1.6713e+01,7.00e-02
1985-07-01,1.6906e+01,5.10e-02
1985-08-01,1.7013e+01,5.00e-02
1985-09-01,1.6357e+01,5.40e-02
1985-10-01,1.5476e+01,5.40e-02
1985-11-01,1.4388e+01,5.50e-02
1985-12-01,1.3808e+01,5.60e-02
1986-01-01,1.3724e+01,5.70e-02
1986-02-01,1.4084e+01,5.60e-02
1986-03-01,1.4608e+01,4.90e-02
1986-04-01,1.5452e+01,5.40e-02
1986-05-01,1.6163e+01,4.90e-02
1986-06-01,1.6696e+01,5.00e-02
1986-07-01,1.6991e+01,5.00e-02
1986-08-01,1.6938e+01,5.00e-02
1986-09-01,1.6285e+01,6.30e-02
1986-10-01,1.5455e+01,5.40e-02
1986-11-01,1.4407e+01,5.50e-02
1986-12-01,1.3805e+01,5.20e-02
1987-01-01,1.3758e+01,5.80e-02
1987-02-01,1.4161e+01,5.30e-02
1987-03-01,1.4538e+01,5.10e-02
1987-04-01,1.5447e+01,5.20e-02
1987-05-01,1.6252e+01,5.10e-02
1987-06-01,1.6900e+01,5.10e-02
1987-07-01,1.7296e+01,6.30e-02
1987-08-01,1.7061e+01,6.00e-02
1987-09-01,1.6569e+01,5.30e-02
1987-10-01,1.5621e+01,5.10e-02
1987-11-01,1.4561e+01,4.90e-02
1987-12-01,1.4130e+01,4.80e-02
1988-01-01,1.3978e+01,5.20e-02
1988-02-01,1.4064e+01,5.20e-02
1988-03-01,1.4778e+01,5.40e-02
1988-04-01,1.5593e+01,5.10e-02
1988-05-01,1.6348e+01,5.40e-02
1988-06-01,1.6976e+01,5.70e-02
1988-07-01,1.7179e+01,5.10e-02
1988-08-01,1.7173e+01,5.90e-02
1988-09-01,1.6553e+01,5.30e-02
1988-10-01,1.5639e+01,5.20e-02
1988-11-01,1.4465e+01,5.20e-02
1988-12-01,1.3923e+01,5.20e-02
1989-01-01,1.3566e+01,5.80e-02
1989-02-01,1.3978e+01,5.50e-02
1989-03-01,1.4607e+01,5.70e-02
1989-04-01,1.5422e+01,5.70e-02
1989-05-01,1.6121e+01,5.60e-02
1989-06-01,1.6725e+01,6.30e-02
1989-07-01,1.7150e+01,5.80e-02
1989-08-01,1.7051e+01,5.20e-02
1989-09-01,1.6500e+01,5.90e-02
1989-10-01,1.5597e+01,5.10e-02
1989-11-01,1.4524e+01,5.20e-02
1989-12-01,1.4058e+01,5.30e-02
1990-01-01,1.3891e+01,5.70e-02
1990-02-01,1.4143e+01,5.60e-02
1990-03-01,1.5005e+01,5.80e-02
1990-04-01,1.5683e+01,5.20e-02
1990-05-01,1.6397e+01,5.40e-02
1990-06-01,1.6995e+01,5.40e-02
1990-07-01,1.7246e+01,6.50e-02
1990-08-01,1.7110e+01,5.40e-02
1990-09-01,1.6465e+01,6.30e-02
1990-10-01,1.5747e+01,5.30e-02
1990-11-01,1.4770e+01,6.50e-02
1990-12-01,1.4100e+01,5.60e-02
1991-01-01,1.3859e+01,5.60e-02
1991-02-01,1.4201e+01,5.70e-02
1991-03-01,1.4689e+01,5.60e-02
1991-04-01,1.5716e+01,5.50e-02
1991-05-01,1.6370e+01,5.40e-02
1991-06-01,1.7052e+01,5.70e-02
1991-07-01,1.7348e+01,5.30e-02
1991-08-01,1.7163e+01,5.50e-02
1991-09-01,1.6572e+01,5.60e-02
1991-10-01,1.5619e+01,5.50e-02
1991-11-01,1.4607e+01,5.50e-02
1991-12-01,1.3980e+01,5.20e-02
1992-01-01,1.3961e+01,5.80e-02
1992-02-01,1.4181e+01,6.70e-02
1992-03-01,1.4771e+01,5.60e-02
1992-04-01,1.5510e+01,5.50e-02
1992-05-01,1.6319e+01,5.90e-02
1992-06-01,1.6886e+01,5.80e-02
1992-07-01,1.7001e+01,5.70e-02
1992-08-01,1.6900e+01,5.70e-02
1992-09-01,1.6243e+01,5.30e-02
1992-10-01,1.5419e+01,5.40e-02
1992-11-01,1.4343e+01,5.60e-02
1992-12-01,1.3902e+01,6.80e-02
1993-01-01,1.3896e+01,6.20e-02
1993-02-01,1.4085e+01,6.00e-02
1993-03-01,1.4725e+01,6.10e-02
1993-04-01,1.5482e+01,5.50e-02
1993-05-01,1.6231e+01,5.60e-02
1993-06-01,1.6859e+01,5.80e-02
1993-07-01,1.7155e+01,6.20e-02
1993-08-01,1.6926e+01,5.80e-02
1993-09-01,1.6381e+01,6.20e-02
1993-10-01,1.5543e+01,5.80e-02
1993-11-01,1.4410e+01,5.90e-02
1993-12-01,1.3904e+01,5.90e-02
1994-01-01,1.3731e+01,5.70e-02
1994-02-01,1.3773e+01,6.20e-02
1994-03-01,1.4713e+01,5.80e-02
1994-04-01,1.5584e+01,5.70e-02
1994-05-01,1.6348e+01,6.00e-02
1994-06-01,1.7021e+01,6.10e-02
1994-07-01,1.7183e+01,5.90e-02
1994-08-01,1.7036e+01,5.50e-02
1994-09-01,1.6498e+01,5.80e-02
1994-10-01,1.5743e+01,6.00e-02
1994-11-01,1.4754e+01,5.60e-02
1994-12-01,1.4036e+01,6.00e-02
1995-01-01,1.3945e+01,6.00e-02
1995-02-01,1.4388e+01,6.20e-02
1995-03-01,1.4783e+01,6.10e-02
1995-04-01,1.5587e+01,6.10e-02
1995-05-01,1.6279e+01,5.70e-02
1995-06-01,1.7008e+01,6.10e-02
1995-07-01,1.7375e+01,6.10e-02
1995-08-01,1.7297e+01,6.10e-02
1995-09-01,1.6580e+01,6.00e-02
1995-10-01,1.5748e+01,6.20e-02
1995-11-01,1.4713e+01,6.00e-02
1995-12-01,1.3951e+01,5.90e-02
1996-01-01,1.3721e+01,5.90e-02
1996-02-01,1.4207e+01,6.40e-02
1996-03-01,1.4658e+01,5.90e-02
1996-04-01,1.5541e+01,5.70e-02
1996-05-01,1.6272e+01,6.30e-02
1996-06-01,1.6847e+01,5.80e-02
1996-07-01,1.7220e+01,6.10e-02
1996-08-01,1.7210e+01,5.90e-02
1996-09-01,1.6444e+01,5.60e-02
1996-10-01,1.5516e+01,6.10e-02
1996-11-01,1.4607e+01,5.90e-02
1996-12-01,1.4053e+01,5.80e-02
1997-01-01,1.3818e+01,5.80e-02
1997-02-01,1.4178e+01,5.90e-02
1997-03-01,1.4873e+01,6.80e-02
1997-04-01,1.5634e+01,5.50e-02
1997-05-01,1.6388e+01,5.60e-02
1997-06-01,1.7158e+01,5.60e-02
1997-07-01,1.7307e+01,6.50e-02
1997-08-01,1.7266e+01,5.90e-02
1997-09-01,1.6766e+01,6.10e-02
1997-10-01,1.5935e+01,5.60e-02
1997-11-01,1.4952e+01,6.00e-02
1997-12-01,1.4291e+01,5.70e-02
1998-01-01,1.4063e+01,6.30e-02
1998-02-01,1.4611e+01,6.60e-02
1998-03-01,1.4958e+01,6.50e-02
1998-04-01,1.5884e+01,6.20e-02
1998-05-01,1.6671e+01,6.20e-02
1998-06-01,1.7289e+01,6.60e-02
1998-07-01,1.7609e+01,6.20e-02
1998-08-01,1.7491e+01,6.20e-02
1998-09-01,1.6657e+01,6.10e-02
1998-10-01,1.5768e+01,6.40e-02
1998-11-01,1.4697e+01,6.20e-02
1998-12-01,1.4214e+01,6.10e-02
1999-01-01,1.3933e+01,6.30e-02
1999-02-01,1.4367e+01,6.50e-02
1999-03-01,1.4676e+01,6.90e-02
1999-04-01,1.5572e+01,6.40e-02
1999-05-01,1.6298e+01,6.10e-02
1999-06-01,1.6957e+01,6.20e-02
1999-07-01,1.7218e+01,6.40e-02
1999-08-01,1.7100e+01,6.30e-02
1999-09-01,1.6605e+01,5.90e-02
1999-10-01,1.5675e+01,6.30e-02
1999-11-01,1.4673e+01,6.30e-02
1999-12-01,1.4130e+01,6.40e-02
2000-01-01,1.3773e+01,6.40e-02
2000-02-01,1.4266e+01,6.50e-02
2000-03-01,1.4846e+01,6.90e-02
2000-04-01,1.5762e+01,6.20e-02
2000-05-01,1.6395e+01,6.10e-02
2000-06-01,1.7000e+01,6.70e-02
2000-07-01,1.7242e+01,6.60e-02
2000-08-01,1.7243e+01,6.30e-02
2000-09-01,1.6613e+01,6.10e-02
2000-10-01,1.5588e+01,6.00e-02
2000-11-01,1.4632e+01,6.20e-02
2000-12-01,1.3968e+01,6.20e-02
2001-01-01,1.3936e+01,6.30e-02
2001-02-01,1.4179e+01,6.70e-02
2001-03-01,1.4982e+01,6.20e-02
2001-04-01,1.5808e+01,6.60e-02
2001-05-01,1.6569e+01,6.60e-02
2001-06-01,1.7151e+01,6.30e-02
2001-07-01,1.7450e+01,6.50e-02
2001-08-01,1.7294e+01,6.80e-02
2001-09-01,1.6758e+01,6.50e-02
2001-10-01,1.5831e+01,6.40e-02
2001-11-01,1.5011e+01,6.40e-02
2001-12-01,1.4241e+01,6.20e-02
2002-01-01,1.4258e+01,6.20e-02
2002-02-01,1.4505e+01,6.50e-02
2002-03-01,1.5198e+01,6.40e-02
2002-04-01,1.5818e+01,6.20e-02
2002-05-01,1.6605e+01,6.20e-02
2002-06-01,1.7110e+01,6.00e-02
2002-07-01,1.7487e+01,6.20e-02
2002-08-01,1.7328e+01,6.10e-02
2002-09-01,1.6799e+01,6.50e-02
2002-10-01,1.5859e+01,6.20e-02
2002-11-01,1.4856e+01,6.70e-02
2002-12-01,1.4127e+01,6.30e-02
2003-01-01,1.4207e+01,6.40e-02
2003-02-01,1.4359e+01,6.50e-02
2003-03-01,1.4973e+01,6.20e-02
2003-04-01,1.5774e+01,6.30e-02
2003-05-01,1.6567e+01,6.30e-02
2003-06-01,1.7104e+01,6.80e-02
2003-07-01,1.7423e+01,7.80e-02
2003-08-01,1.7402e+01,6.30e-02
2003-09-01,1.6839e+01,6.00e-02
2003-10-01,1.5997e+01,6.30e-02
2003-11-01,1.4838e+01,6.10e-02
2003-12-01,1.4436e+01,6.20e-02
2004-01-01,1.4097e+01,5.90e-02
2004-02-01,1.4488e+01,6.50e-02
2004-03-01,1.4992e+01,6.10e-02
2004-04-01,1.5811e+01,6.10e-02
2004-05-01,1.6383e+01,5.80e-02
2004-06-01,1.7006e+01,6.30e-02
2004-07-01,1.7227e+01,6.50e-02
2004-08-01,1.7266e+01,6.30e-02
2004-09-01,1.6745e+01,5.90e-02
2004-10-01,1.5889e+01,6.10e-02
2004-11-01,1.5022e+01,6.00e-02
2004-12-01,1.4161e+01,6.00e-02
2005-01-01,1.4159e+01,5.90e-02
2005-02-01,1.4293e+01,6.70e-02
2005-03-01,1.5106e+01,6.40e-02
2005-04-01,1.5978e+01,6.10e-02
2005-05-01,1.6629e+01,6.10e-02
2005-06-01,1.7248e+01,6.20e-02
2005-07-01,1.7503e+01,6.30e-02
2005-08-01,1.7375e+01,5.90e-02
2005-09-01,1.6903e+01,5.90e-02
2005-10-01,1.6025e+01,5.90e-02
2005-11-01,1.5005e+01,5.80e-02
2005-12-01,1.4327e+01,5.80e-02
2006-01-01,1.3990e+01,5.90e-02
2006-02-01,1.4435e+01,6.60e-02
2006-03-01,1.4966e+01,6.20e-02
2006-04-01,1.5729e+01,6.10e-02
2006-05-01,1.6463e+01,6.00e-02
2006-06-01,1.7216e+01,6.00e-02
2006-07-01,1.7419e+01,6.30e-02
2006-08-01,1.7479e+01,6.10e-02
2006-09-01,1.6792e+01,6.20e-02
2006-10-01,1.5935e+01,6.00e-02
2006-11-01,1.4931e+01,5.80e-02
2006-12-01,1.4407e+01,6.00e-02
2007-01-01,1.4417e+01,5.70e-02
2007-02-01,1.4408e+01,5.90e-02
2007-03-01,1.5017e+01,6.50e-02
2007-04-01,1.5930e+01,6.20e-02
2007-05-01,1.6629e+01,5.50e-02
2007-06-01,1.7168e+01,5.60e-02
2007-07-01,1.7485e+01,6.10e-02
2007-08-01,1.7339e+01,6.10e-02
2007-09-01,1.6737e+01,5.90e-02
2007-10-01,1.5867e+01,6.00e-02
2007-11-01,1.4821e+01,5.70e-02
2007-12-01,1.4110e+01,5.70e-02
2008-01-01,1.3719e+01,5.70e-02
2008-02-01,1.4061e+01,5.90e-02
2008-03-01,1.5077e+01,6.30e-02
2008-04-01,1.5735e+01,5.80e-02
2008-05-01,1.6497e+01,5.50e-02
2008-06-01,1.7077e+01,5.80e-02
2008-07-01,1.7449e+01,5.40e-02
2008-08-01,1.7282e+01,6.00e-02
2008-09-01,1.6757e+01,5.70e-02
2008-10-01,1.5931e+01,5.60e-02
2008-11-01,1.4919e+01,5.40e-02
2008-12-01,1.4151e+01,5.60e-02
2009-01-01,1.4091e+01,5.80e-02
2009-02-01,1.4267e+01,6.00e-02
2009-03-01,1.4873e+01,6.00e-02
2009-04-01,1.5819e+01,5.90e-02
2009-05-01,1.6571e+01,6.00e-02
2009-06-01,1.7260e+01,5.70e-02
2009-07-01,1.7578e+01,6.70e-02
2009-08-01,1.7427e+01,6.00e-02
2009-09-01,1.6864e+01,5.30e-02
2009-10-01,1.5910e+01,5.60e-02
2009-11-01,1.4968e+01,5.70e-02
2009-12-01,1.4298e+01,6.00e-02
2010-01-01,1.4208e+01,6.00e-02
2010-02-01,1.4517e+01,6.10e-02
2010-03-01,1.5223e+01,5.90e-02
2010-04-01,1.6039e+01,6.00e-02
2010-05-01,1.6732e+01,5.70e-02
2010-06-01,1.7271e+01,5.70e-02
2010-07-01,1.7532e+01,5.70e-02
2010-08-01,1.7412e+01,6.10e-02
2010-09-01,1.6761e+01,5.40e-02
2010-10-01,1.5939e+01,5.70e-02
2010-11-01,1.4995e+01,6.00e-02
2010-12-01,1.4117e+01,6.00e-02
2011-01-01,1.3928e+01,5.90e-02
2011-02-01,1.4193e+01,5.90e-02
2011-03-01,1.4880e+01,6.00e-02
2011-04-01,1.5832e+01,5.60e-02
2011-05-01,1.6523e+01,5.60e-02
2011-06-01,1.7203e+01,5.80e-02
2011-07-01,1.7568e+01,6.20e-02
2011-08-01,1.7475e+01,5.90e-02
2011-09-01,1.6762e+01,5.70e-02
2011-10-01,1.5873e+01,5.90e-02
2011-11-01,1.4799e+01,6.00e-02
2011-12-01,1.4198e+01,6.30e-02
2012-01-01,1.3859e+01,6.00e-02
2012-02-01,1.4164e+01,6.30e-02
2012-03-01,1.4863e+01,6.10e-02
2012-04-01,1.5881e+01,5.90e-02
2012-05-01,1.6699e+01,6.40e-02
2012-06-01,1.7252e+01,6.00e-02
2012-07-01,1.7450e+01,6.00e-02
2012-08-01,1.7420e+01,6.00e-02
2012-09-01,1.6882e+01,6.00e-02
2012-10-01,1.6019e+01,6.30e-02
2012-11-01,1.5001e+01,6.40e-02
2012-12-01,1.4138e+01,6.40e-02
2013-01-01,1.4117e+01,6.40e-02
2013-02-01,1.4359e+01,6.50e-02
2013-03-01,1.4952e+01,6.60e-02
2013-04-01,1.5749e+01,6.50e-02
2013-05-01,1.6609e+01,6.50e-02
2013-06-01,1.7257e+01,6.20e-02
2013-07-01,1.7503e+01,6.80e-02
2013-08-01,1.7462e+01,6.80e-02
2013-09-01,1.6894e+01,6.40e-02
2013-10-01,1.5905e+01,6.20e-02
2013-11-01,1.5107e+01,6.20e-02
2013-12-01,1.4339e+01,6.50e-02
2014-01-01,1.4136e+01,6.40e-02
2014-02-01,1.4157e+01,6.50e-02
2014-03-01,1.5090e+01,6.80e-02
2014-04-01,1.6038e+01,6.90e-02
2014-05-01,1.6804e+01,5.90e-02
2014-06-01,1.7303e+01,6.40e-02
2014-07-01,1.7508e+01,6.10e-02
2014-08-01,1.7607e+01,6.40e-02
2014-09-01,1.6975e+01,5.90e-02
2014-10-01,1.6029e+01,5.90e-02
2014-11-01,1.4899e+01,6.40e-02
2014-12-01,1.4410e+01,6.20e-02
2015-01-01,1.4255e+01,6.60e-02
2015-02-01,1.4564e+01,6.70e-02
2015-03-01,1.5193e+01,6.10e-02
2015-04-01,1.5962e+01,6.10e-02
2015-05-01,1.6774e+01,5.80e-02
2015-06-01,1.7390e+01,5.70e-02
2015-07-01,1.7611e+01,5.80e-02
2015-08-01,1.7589e+01,5.70e-02
2015-09-01,1.7049e+01,5.80e-02
2015-10-01,1.6290e+01,6.20e-02
2015-11-01,1.5252e+01,6.30e-02
2015-12-01,1.4774e+01,6.20e-02
